eps,account,year,value
NUEVA EPS.xlsx,Total de patrimonio,2022,485208.83
NUEVA EPS.xlsx,Total de patrimonio,2021,365808.58
NUEVA EPS.xlsx,Total de patrimonio,2020,324216.77
NUEVA EPS.xlsx,Total de patrimonio,2019,297165.3
NUEVA EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2023,143392.06
NUEVA EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2022,485208.83
NUEVA EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2021,365808.58
NUEVA EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2020,324216.77
NUEVA EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2019,297165.3
NUEVA EPS.xlsx,Capital Suscrito,2023,388591.92
NUEVA EPS.xlsx,Capital Suscrito,2022,388591.92
NUEVA EPS.xlsx,Capital Suscrito,2021,295059.71
NUEVA EPS.xlsx,Capital Suscrito,2020,295059.71
NUEVA EPS.xlsx,Capital Suscrito,2019,295059.71
NUEVA EPS.xlsx,Prima de emisión,2023,15467.75
NUEVA EPS.xlsx,Prima de emisión,2022,15467.75
NUEVA EPS.xlsx,Prima de emisión,2021,0.0
NUEVA EPS.xlsx,Prima de emisión,2020,0.0
NUEVA EPS.xlsx,Prima de emisión,2019,0.0
NUEVA EPS.xlsx,Otras reservas,2023,81149.16
NUEVA EPS.xlsx,Otras reservas,2022,75789.29
NUEVA EPS.xlsx,Otras reservas,2021,77138.96
NUEVA EPS.xlsx,Otras reservas,2020,27482.01
NUEVA EPS.xlsx,Otras reservas,2019,67390.09
NUEVA EPS.xlsx,Resultados acumulados,2023,0.0
NUEVA EPS.xlsx,Resultados acumulados,2022,0.0
NUEVA EPS.xlsx,Resultados acumulados,2021,0.0
NUEVA EPS.xlsx,Resultados acumulados,2020,17988.91
NUEVA EPS.xlsx,Resultados acumulados,2019,11890.29
NUEVA EPS.xlsx,Ganancia o Pérdida del Periodo,2023,-341816.77
NUEVA EPS.xlsx,Ganancia o Pérdida del Periodo,2022,10400.28
NUEVA EPS.xlsx,Ganancia o Pérdida del Periodo,2021,41591.81
NUEVA EPS.xlsx,Ganancia o Pérdida del Periodo,2020,27051.47
NUEVA EPS.xlsx,Ganancia o Pérdida del Periodo,2019,12087.08
NUEVA EPS.xlsx,Cambios debido a la consolidación,2023,0.0
NUEVA EPS.xlsx,Cambios debido a la consolidación,2022,-5040.42
NUEVA EPS.xlsx,Cambios debido a la consolidación,2021,-47981.9
NUEVA EPS.xlsx,Cambios debido a la consolidación,2020,-43365.32
NUEVA EPS.xlsx,Cambios debido a la consolidación,2019,-89261.87
NUEVA EPS.xlsx,Pasivos Totales,2024,18388090.62
NUEVA EPS.xlsx,Pasivos Totales,2023,6671800.78
NUEVA EPS.xlsx,Pasivos Totales,2022,5428427.76
NUEVA EPS.xlsx,Pasivos Totales,2021,5762943.46
NUEVA EPS.xlsx,Pasivos Totales,2020,5496449.18
NUEVA EPS.xlsx,Pasivos Totales,2019,5472997.05
NUEVA EPS.xlsx,Pasivos no corrientes,2024,0.0
NUEVA EPS.xlsx,Pasivos no corrientes,2023,5141129.56
NUEVA EPS.xlsx,Pasivos no corrientes,2022,4397938.14
NUEVA EPS.xlsx,Pasivos no corrientes,2021,3287339.61
NUEVA EPS.xlsx,Pasivos no corrientes,2020,2341052.36
NUEVA EPS.xlsx,Pasivos no corrientes,2019,315045.69
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2023,5046625.06
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2022,4320121.46
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2021,3211238.83
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2020,2274402.72
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2019,261488.35
NUEVA EPS.xlsx,Otros pasivos no corrientes,2023,94504.5
NUEVA EPS.xlsx,Otros pasivos no corrientes,2022,77816.68
NUEVA EPS.xlsx,Otros pasivos no corrientes,2021,76100.78
NUEVA EPS.xlsx,Otros pasivos no corrientes,2020,66649.65
NUEVA EPS.xlsx,Otros pasivos no corrientes,2019,53557.34
NUEVA EPS.xlsx,Pasivos Corrientes,2024,18388090.62
NUEVA EPS.xlsx,Pasivos Corrientes,2023,1530671.23
NUEVA EPS.xlsx,Pasivos Corrientes,2022,1030489.62
NUEVA EPS.xlsx,Pasivos Corrientes,2021,2475603.85
NUEVA EPS.xlsx,Pasivos Corrientes,2020,3155396.81
NUEVA EPS.xlsx,Pasivos Corrientes,2019,5157951.36
NUEVA EPS.xlsx,Créditos y préstamos corrientes,2023,140267.16
NUEVA EPS.xlsx,Créditos y préstamos corrientes,2022,138000.0
NUEVA EPS.xlsx,Créditos y préstamos corrientes,2021,197757.37
NUEVA EPS.xlsx,Créditos y préstamos corrientes,2020,159757.37
NUEVA EPS.xlsx,Créditos y préstamos corrientes,2019,199757.37
NUEVA EPS.xlsx,Comerciales y otras cuentas a pagar,2023,1336697.4
NUEVA EPS.xlsx,Comerciales y otras cuentas a pagar,2022,804783.93
NUEVA EPS.xlsx,Comerciales y otras cuentas a pagar,2021,1868591.47
NUEVA EPS.xlsx,Comerciales y otras cuentas a pagar,2020,2539475.35
NUEVA EPS.xlsx,Comerciales y otras cuentas a pagar,2019,3543638.61
NUEVA EPS.xlsx,Cuentas Comerciales por pagar,2023,1185560.89
NUEVA EPS.xlsx,Cuentas Comerciales por pagar,2022,661067.11
NUEVA EPS.xlsx,Cuentas Comerciales por pagar,2021,1611221.43
NUEVA EPS.xlsx,Cuentas Comerciales por pagar,2020,2175457.68
NUEVA EPS.xlsx,Cuentas Comerciales por pagar,2019,3368235.24
NUEVA EPS.xlsx,Otras cuentas por pagar corrientes,2023,151136.51
NUEVA EPS.xlsx,Otras cuentas por pagar corrientes,2022,143716.82
NUEVA EPS.xlsx,Otras cuentas por pagar corrientes,2021,257370.04
NUEVA EPS.xlsx,Otras cuentas por pagar corrientes,2020,364017.67
NUEVA EPS.xlsx,Otras cuentas por pagar corrientes,2019,175403.37
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2023,47590.5
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2022,60139.88
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2021,120579.11
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2020,107044.45
NUEVA EPS.xlsx,Provisiones para otros pasivos y gastos,2019,57592.26
NUEVA EPS.xlsx,Otros pasivos corrientes,2023,5767.12
NUEVA EPS.xlsx,Otros pasivos corrientes,2022,17091.21
NUEVA EPS.xlsx,Otros pasivos corrientes,2021,267034.71
NUEVA EPS.xlsx,Otros pasivos corrientes,2020,333965.68
NUEVA EPS.xlsx,Otros pasivos corrientes,2019,1353173.6
NUEVA EPS.xlsx,Pasivos corrientes por impuesto a la renta,2023,349.04
NUEVA EPS.xlsx,Pasivos corrientes por impuesto a la renta,2022,10474.61
NUEVA EPS.xlsx,Pasivos corrientes por impuesto a la renta,2021,21641.2
NUEVA EPS.xlsx,Pasivos corrientes por impuesto a la renta,2020,15153.97
NUEVA EPS.xlsx,Pasivos corrientes por impuesto a la renta,2019,3789.52
SALUD TOTAL EPS.xlsx,Total Ingreso Operativo,2024,8116912.26
SALUD TOTAL EPS.xlsx,Total Ingreso Operativo,2023,6910340.0
SALUD TOTAL EPS.xlsx,Total Ingreso Operativo,2022,6003876.64
SALUD TOTAL EPS.xlsx,Total Ingreso Operativo,2021,4728680.9
SALUD TOTAL EPS.xlsx,Total Ingreso Operativo,2020,3956423.42
SALUD TOTAL EPS.xlsx,Total Ingreso Operativo,2019,3044942.87
SALUD TOTAL EPS.xlsx,Ingresos netos por ventas,2024,8116912.26
SALUD TOTAL EPS.xlsx,Ingresos netos por ventas,2023,6910340.0
SALUD TOTAL EPS.xlsx,Ingresos netos por ventas,2022,6003876.64
SALUD TOTAL EPS.xlsx,Ingresos netos por ventas,2021,4728680.9
SALUD TOTAL EPS.xlsx,Ingresos netos por ventas,2020,3956423.42
SALUD TOTAL EPS.xlsx,Ingresos netos por ventas,2019,3044942.87
SALUD TOTAL EPS.xlsx,Gastos de venta y distribución,2024,-69089.52
SALUD TOTAL EPS.xlsx,Gastos de venta y distribución,2023,-55977.52
SALUD TOTAL EPS.xlsx,Gastos de venta y distribución,2022,-56467.48
SALUD TOTAL EPS.xlsx,Gastos de venta y distribución,2021,-50107.72
SALUD TOTAL EPS.xlsx,Gastos de venta y distribución,2020,-49181.83
SALUD TOTAL EPS.xlsx,Gastos de venta y distribución,2019,-61158.2
SALUD TOTAL EPS.xlsx,Gastos administrativos,2024,-72312.97
SALUD TOTAL EPS.xlsx,Gastos administrativos,2023,-66315.54
SALUD TOTAL EPS.xlsx,Gastos administrativos,2022,-156907.36
SALUD TOTAL EPS.xlsx,Gastos administrativos,2021,-60897.14
SALUD TOTAL EPS.xlsx,Gastos administrativos,2020,-52953.16
SALUD TOTAL EPS.xlsx,Gastos administrativos,2019,-50595.74
SALUD TOTAL EPS.xlsx,Gastos por beneficios de los empleado,2024,-153052.43
SALUD TOTAL EPS.xlsx,Gastos por beneficios de los empleado,2023,-137973.78
SALUD TOTAL EPS.xlsx,Gastos por beneficios de los empleado,2022,-117198.12
SALUD TOTAL EPS.xlsx,Gastos por beneficios de los empleado,2021,-100789.79
SALUD TOTAL EPS.xlsx,Gastos por beneficios de los empleado,2020,-89556.13
SALUD TOTAL EPS.xlsx,Gastos por beneficios de los empleado,2019,-92255.34
SALUD TOTAL EPS.xlsx,Costos de transporte,2024,-645.86
SALUD TOTAL EPS.xlsx,Costos de transporte,2023,-812.82
SALUD TOTAL EPS.xlsx,Costos de transporte,2022,-745.96
SALUD TOTAL EPS.xlsx,Costos de transporte,2021,-352.51
SALUD TOTAL EPS.xlsx,Costos de transporte,2020,-354.99
SALUD TOTAL EPS.xlsx,Costos de transporte,2019,-982.37
SALUD TOTAL EPS.xlsx,Impuesto y contribuciones,2024,-1082.45
SALUD TOTAL EPS.xlsx,Impuesto y contribuciones,2023,-911.8
SALUD TOTAL EPS.xlsx,Impuesto y contribuciones,2022,-680.13
SALUD TOTAL EPS.xlsx,Impuesto y contribuciones,2021,-735.44
SALUD TOTAL EPS.xlsx,Impuesto y contribuciones,2020,-552.83
SALUD TOTAL EPS.xlsx,Impuesto y contribuciones,2019,-1317.25
SALUD TOTAL EPS.xlsx,Otros costos por naturaleza,2024,-8077180.77
SALUD TOTAL EPS.xlsx,Otros costos por naturaleza,2023,-6829030.0
SALUD TOTAL EPS.xlsx,Otros costos por naturaleza,2022,-5586705.87
SALUD TOTAL EPS.xlsx,Otros costos por naturaleza,2021,-4363998.11
SALUD TOTAL EPS.xlsx,Otros costos por naturaleza,2020,-3558902.35
SALUD TOTAL EPS.xlsx,Otros costos por naturaleza,2019,-2771097.14
SALUD TOTAL EPS.xlsx,"Gastos de depreciación, amortización y deterioro",2024,-8326.18
SALUD TOTAL EPS.xlsx,"Gastos de depreciación, amortización y deterioro",2023,-22493.42
SALUD TOTAL EPS.xlsx,"Gastos de depreciación, amortización y deterioro",2022,-17560.8
SALUD TOTAL EPS.xlsx,"Gastos de depreciación, amortización y deterioro",2021,-28309.01
SALUD TOTAL EPS.xlsx,"Gastos de depreciación, amortización y deterioro",2020,-84626.76
SALUD TOTAL EPS.xlsx,"Gastos de depreciación, amortización y deterioro",2019,-6316.54
SALUD TOTAL EPS.xlsx,Ganancia operativa (EBIT),2024,-264778.46
SALUD TOTAL EPS.xlsx,Ganancia operativa (EBIT),2023,-203175.11
SALUD TOTAL EPS.xlsx,Ganancia operativa (EBIT),2022,67610.92
SALUD TOTAL EPS.xlsx,Ganancia operativa (EBIT),2021,123491.18
SALUD TOTAL EPS.xlsx,Ganancia operativa (EBIT),2020,120295.37
SALUD TOTAL EPS.xlsx,Ganancia operativa (EBIT),2019,61220.29
SALUD TOTAL EPS.xlsx,EBITDA,2024,-256452.28
SALUD TOTAL EPS.xlsx,EBITDA,2023,-180681.69
SALUD TOTAL EPS.xlsx,EBITDA,2022,85171.73
SALUD TOTAL EPS.xlsx,EBITDA,2021,151800.19
SALUD TOTAL EPS.xlsx,EBITDA,2020,204922.13
SALUD TOTAL EPS.xlsx,EBITDA,2019,67536.83
SALUD TOTAL EPS.xlsx,Resultado financiero,2024,-1727.49
SALUD TOTAL EPS.xlsx,Resultado financiero,2023,-1233.88
SALUD TOTAL EPS.xlsx,Resultado financiero,2022,-723.41
SALUD TOTAL EPS.xlsx,Resultado financiero,2021,-630.08
SALUD TOTAL EPS.xlsx,Resultado financiero,2020,-998.94
SALUD TOTAL EPS.xlsx,Resultado financiero,2019,-710.75
SALUD TOTAL EPS.xlsx,Gastos financieros,2024,-1727.49
SALUD TOTAL EPS.xlsx,Gastos financieros,2023,-1233.88
SALUD TOTAL EPS.xlsx,Gastos financieros,2022,-723.41
SALUD TOTAL EPS.xlsx,Gastos financieros,2021,-630.08
SALUD TOTAL EPS.xlsx,Gastos financieros,2020,-998.94
SALUD TOTAL EPS.xlsx,Gastos financieros,2019,-710.75
SALUD TOTAL EPS.xlsx,Gastos por intereses,2024,-1727.49
SALUD TOTAL EPS.xlsx,Gastos por intereses,2023,-1233.88
SALUD TOTAL EPS.xlsx,Gastos por intereses,2022,-723.41
SALUD TOTAL EPS.xlsx,Gastos por intereses,2021,-630.08
SALUD TOTAL EPS.xlsx,Gastos por intereses,2020,-998.94
SALUD TOTAL EPS.xlsx,Gastos por intereses,2019,-710.75
SALUD TOTAL EPS.xlsx,Otros resultados no operativos netos,2024,381611.24
SALUD TOTAL EPS.xlsx,Otros resultados no operativos netos,2023,363876.87
SALUD TOTAL EPS.xlsx,Otros resultados no operativos netos,2022,202119.68
SALUD TOTAL EPS.xlsx,Otros resultados no operativos netos,2021,75546.74
SALUD TOTAL EPS.xlsx,Otros resultados no operativos netos,2020,59178.92
SALUD TOTAL EPS.xlsx,Otros resultados no operativos netos,2019,44340.51
SALUD TOTAL EPS.xlsx,Otros ingresos,2024,386303.81
SALUD TOTAL EPS.xlsx,Otros ingresos,2023,368427.0
SALUD TOTAL EPS.xlsx,Otros ingresos,2022,206757.08
SALUD TOTAL EPS.xlsx,Otros ingresos,2021,79826.19
SALUD TOTAL EPS.xlsx,Otros ingresos,2020,62552.34
SALUD TOTAL EPS.xlsx,Otros ingresos,2019,48662.38
SALUD TOTAL EPS.xlsx,Otros gastos,2024,-4692.56
SALUD TOTAL EPS.xlsx,Otros gastos,2023,-4550.13
SALUD TOTAL EPS.xlsx,Otros gastos,2022,-4637.4
SALUD TOTAL EPS.xlsx,Otros gastos,2021,-4279.45
SALUD TOTAL EPS.xlsx,Otros gastos,2020,-3373.42
SALUD TOTAL EPS.xlsx,Otros gastos,2019,-4321.87
SALUD TOTAL EPS.xlsx,Ganancias antes de impuestos,2024,115105.29
SALUD TOTAL EPS.xlsx,Ganancias antes de impuestos,2023,159473.56
SALUD TOTAL EPS.xlsx,Ganancias antes de impuestos,2022,269007.19
SALUD TOTAL EPS.xlsx,Ganancias antes de impuestos,2021,198407.84
SALUD TOTAL EPS.xlsx,Ganancias antes de impuestos,2020,178475.35
SALUD TOTAL EPS.xlsx,Ganancias antes de impuestos,2019,104850.05
SALUD TOTAL EPS.xlsx,Impuesto a la renta,2024,-50958.8
SALUD TOTAL EPS.xlsx,Impuesto a la renta,2023,-57717.56
SALUD TOTAL EPS.xlsx,Impuesto a la renta,2022,-95757.7
SALUD TOTAL EPS.xlsx,Impuesto a la renta,2021,-60648.85
SALUD TOTAL EPS.xlsx,Impuesto a la renta,2020,-57660.93
SALUD TOTAL EPS.xlsx,Impuesto a la renta,2019,-35649.02
SALUD TOTAL EPS.xlsx,Ganancias después de impuestos,2024,64146.49
SALUD TOTAL EPS.xlsx,Ganancias después de impuestos,2023,101756.0
SALUD TOTAL EPS.xlsx,Ganancias después de impuestos,2022,173249.49
SALUD TOTAL EPS.xlsx,Ganancias después de impuestos,2021,137758.99
SALUD TOTAL EPS.xlsx,Ganancias después de impuestos,2020,120814.42
SALUD TOTAL EPS.xlsx,Ganancias después de impuestos,2019,69201.03
SALUD TOTAL EPS.xlsx,Ganancia (Pérdida) Neta,2024,64146.49
SALUD TOTAL EPS.xlsx,Ganancia (Pérdida) Neta,2023,101756.0
SALUD TOTAL EPS.xlsx,Ganancia (Pérdida) Neta,2022,173249.49
SALUD TOTAL EPS.xlsx,Ganancia (Pérdida) Neta,2021,137758.99
SALUD TOTAL EPS.xlsx,Ganancia (Pérdida) Neta,2020,120814.42
SALUD TOTAL EPS.xlsx,Ganancia (Pérdida) Neta,2019,69201.03
SALUD TOTAL EPS.xlsx,Activos Totales,2024,3512480.17
SALUD TOTAL EPS.xlsx,Activos Totales,2023,3206220.0
SALUD TOTAL EPS.xlsx,Activos Totales,2022,3223520.33
SALUD TOTAL EPS.xlsx,Activos Totales,2021,2462599.71
SALUD TOTAL EPS.xlsx,Activos Totales,2020,1924170.91
SALUD TOTAL EPS.xlsx,Activos Totales,2019,1261817.76
SALUD TOTAL EPS.xlsx,Activos no corrientes,2024,106868.18
SALUD TOTAL EPS.xlsx,Activos no corrientes,2023,110661.17
SALUD TOTAL EPS.xlsx,Activos no corrientes,2022,101326.83
SALUD TOTAL EPS.xlsx,Activos no corrientes,2021,103978.5
SALUD TOTAL EPS.xlsx,Activos no corrientes,2020,102979.61
SALUD TOTAL EPS.xlsx,Activos no corrientes,2019,88587.07
SALUD TOTAL EPS.xlsx,"Propiedad, planta y equipo",2024,66186.55
SALUD TOTAL EPS.xlsx,"Propiedad, planta y equipo",2023,69972.99
SALUD TOTAL EPS.xlsx,"Propiedad, planta y equipo",2022,64799.84
SALUD TOTAL EPS.xlsx,"Propiedad, planta y equipo",2021,102528.92
SALUD TOTAL EPS.xlsx,"Propiedad, planta y equipo",2020,101556.92
SALUD TOTAL EPS.xlsx,"Propiedad, planta y equipo",2019,86069.45
SALUD TOTAL EPS.xlsx,Activos financieros a largo plazo,2024,39762.48
SALUD TOTAL EPS.xlsx,Activos financieros a largo plazo,2023,39054.97
SALUD TOTAL EPS.xlsx,Activos financieros a largo plazo,2022,35331.74
SALUD TOTAL EPS.xlsx,Activos financieros a largo plazo,2021,873.6
SALUD TOTAL EPS.xlsx,Activos financieros a largo plazo,2020,873.6
SALUD TOTAL EPS.xlsx,Activos financieros a largo plazo,2019,1968.53
SALUD TOTAL EPS.xlsx,Propiedades de inversión,2024,39762.48
SALUD TOTAL EPS.xlsx,Propiedades de inversión,2023,39054.97
SALUD TOTAL EPS.xlsx,Propiedades de inversión,2022,35331.74
SALUD TOTAL EPS.xlsx,Propiedades de inversión,2021,873.6
SALUD TOTAL EPS.xlsx,Propiedades de inversión,2020,873.6
SALUD TOTAL EPS.xlsx,Propiedades de inversión,2019,1968.53
SALUD TOTAL EPS.xlsx,Activos diferidos,2024,919.15
SALUD TOTAL EPS.xlsx,Activos diferidos,2023,1633.21
SALUD TOTAL EPS.xlsx,Activos diferidos,2022,1195.25
SALUD TOTAL EPS.xlsx,Activos diferidos,2021,575.98
SALUD TOTAL EPS.xlsx,Activos diferidos,2020,549.09
SALUD TOTAL EPS.xlsx,Activos diferidos,2019,549.09
SALUD TOTAL EPS.xlsx,Activos Corrientes,2024,3405611.99
SALUD TOTAL EPS.xlsx,Activos Corrientes,2023,3095551.72
SALUD TOTAL EPS.xlsx,Activos Corrientes,2022,3122193.51
SALUD TOTAL EPS.xlsx,Activos Corrientes,2021,2358621.22
SALUD TOTAL EPS.xlsx,Activos Corrientes,2020,1821191.29
SALUD TOTAL EPS.xlsx,Activos Corrientes,2019,1173230.68
SALUD TOTAL EPS.xlsx,Comerciales y otras cuentas a cobrar,2024,465964.14
SALUD TOTAL EPS.xlsx,Comerciales y otras cuentas a cobrar,2023,517850.13
SALUD TOTAL EPS.xlsx,Comerciales y otras cuentas a cobrar,2022,437201.52
SALUD TOTAL EPS.xlsx,Comerciales y otras cuentas a cobrar,2021,95185.75
SALUD TOTAL EPS.xlsx,Comerciales y otras cuentas a cobrar,2020,171284.66
SALUD TOTAL EPS.xlsx,Comerciales y otras cuentas a cobrar,2019,86103.93
SALUD TOTAL EPS.xlsx,Cuentas comerciales por cobrar,2024,536965.21
SALUD TOTAL EPS.xlsx,Cuentas comerciales por cobrar,2023,558677.0
SALUD TOTAL EPS.xlsx,Cuentas comerciales por cobrar,2022,491674.69
SALUD TOTAL EPS.xlsx,Cuentas comerciales por cobrar,2021,281167.64
SALUD TOTAL EPS.xlsx,Cuentas comerciales por cobrar,2020,306170.49
SALUD TOTAL EPS.xlsx,Cuentas comerciales por cobrar,2019,311118.35
SALUD TOTAL EPS.xlsx,Otros créditos corrientes,2024,12363.16
SALUD TOTAL EPS.xlsx,Otros créditos corrientes,2023,34005.84
SALUD TOTAL EPS.xlsx,Otros créditos corrientes,2022,32190.57
SALUD TOTAL EPS.xlsx,Otros créditos corrientes,2021,2682.19
SALUD TOTAL EPS.xlsx,Otros créditos corrientes,2020,2974.95
SALUD TOTAL EPS.xlsx,Otros créditos corrientes,2019,3157.26
SALUD TOTAL EPS.xlsx,Créditos dudosos,2024,-128874.07
SALUD TOTAL EPS.xlsx,Créditos dudosos,2023,-146077.0
SALUD TOTAL EPS.xlsx,Créditos dudosos,2022,-132865.93
SALUD TOTAL EPS.xlsx,Créditos dudosos,2021,-225068.0
SALUD TOTAL EPS.xlsx,Créditos dudosos,2020,-163169.44
SALUD TOTAL EPS.xlsx,Créditos dudosos,2019,-248297.75
SALUD TOTAL EPS.xlsx,Créditos de impuestos,2024,45509.84
SALUD TOTAL EPS.xlsx,Créditos de impuestos,2023,71244.27
SALUD TOTAL EPS.xlsx,Créditos de impuestos,2022,46202.19
SALUD TOTAL EPS.xlsx,Créditos de impuestos,2021,36403.92
SALUD TOTAL EPS.xlsx,Créditos de impuestos,2020,25308.66
SALUD TOTAL EPS.xlsx,Créditos de impuestos,2019,20126.07
SALUD TOTAL EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2024,19649.96
SALUD TOTAL EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2023,40346.87
SALUD TOTAL EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2022,74198.5
SALUD TOTAL EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2021,56220.47
SALUD TOTAL EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2020,49685.66
SALUD TOTAL EPS.xlsx,"Pagos anticipados, ingresos devengados y otros activos circulantes diferidos",2019,19203.36
SALUD TOTAL EPS.xlsx,Activos financieros de corto plazo,2024,2779217.09
SALUD TOTAL EPS.xlsx,Activos financieros de corto plazo,2023,2468610.0
SALUD TOTAL EPS.xlsx,Activos financieros de corto plazo,2022,2577011.34
SALUD TOTAL EPS.xlsx,Activos financieros de corto plazo,2021,1840919.54
SALUD TOTAL EPS.xlsx,Activos financieros de corto plazo,2020,835746.93
SALUD TOTAL EPS.xlsx,Activos financieros de corto plazo,2019,787889.74
SALUD TOTAL EPS.xlsx,Efectivo o Equivalentes,2024,140780.8
SALUD TOTAL EPS.xlsx,Efectivo o Equivalentes,2023,68744.72
SALUD TOTAL EPS.xlsx,Efectivo o Equivalentes,2022,33782.14
SALUD TOTAL EPS.xlsx,Efectivo o Equivalentes,2021,366295.46
SALUD TOTAL EPS.xlsx,Efectivo o Equivalentes,2020,764474.05
SALUD TOTAL EPS.xlsx,Efectivo o Equivalentes,2019,280033.65
SALUD TOTAL EPS.xlsx,Total de patrimonio y pasivos,2024,3512480.17
SALUD TOTAL EPS.xlsx,Total de patrimonio y pasivos,2023,3206218.0
SALUD TOTAL EPS.xlsx,Total de patrimonio y pasivos,2022,3223520.33
SALUD TOTAL EPS.xlsx,Total de patrimonio y pasivos,2021,2462599.71
SALUD TOTAL EPS.xlsx,Total de patrimonio y pasivos,2020,1924170.91
SALUD TOTAL EPS.xlsx,Total de patrimonio y pasivos,2019,1261817.76
SALUD TOTAL EPS.xlsx,Total de patrimonio,2024,322845.86
SALUD TOTAL EPS.xlsx,Total de patrimonio,2023,355158.0
SALUD TOTAL EPS.xlsx,Total de patrimonio,2022,413939.42
SALUD TOTAL EPS.xlsx,Total de patrimonio,2021,373448.45
SALUD TOTAL EPS.xlsx,Total de patrimonio,2020,301503.88
SALUD TOTAL EPS.xlsx,Total de patrimonio,2019,227634.35
SALUD TOTAL EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2024,322845.86
SALUD TOTAL EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2023,355158.0
SALUD TOTAL EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2022,413939.42
SALUD TOTAL EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2021,373448.45
SALUD TOTAL EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2020,301503.88
SALUD TOTAL EPS.xlsx,Patrimonio neto atribuible a los propietarios de la controladora,2019,227634.35
SALUD TOTAL EPS.xlsx,Capital Suscrito,2024,9318.97
SALUD TOTAL EPS.xlsx,Capital Suscrito,2023,9318.97
SALUD TOTAL EPS.xlsx,Capital Suscrito,2022,9318.97
SALUD TOTAL EPS.xlsx,Capital Suscrito,2021,9318.97
SALUD TOTAL EPS.xlsx,Capital Suscrito,2020,9318.97
SALUD TOTAL EPS.xlsx,Capital Suscrito,2019,9318.97
SALUD TOTAL EPS.xlsx,Prima de emisión,2024,19013.9
SALUD TOTAL EPS.xlsx,Prima de emisión,2023,19013.9
SALUD TOTAL EPS.xlsx,Prima de emisión,2022,19013.9
SALUD TOTAL EPS.xlsx,Prima de emisión,2021,19013.9
SALUD TOTAL EPS.xlsx,Prima de emisión,2020,19013.9
SALUD TOTAL EPS.xlsx,Prima de emisión,2019,19013.9
SALUD TOTAL EPS.xlsx,Otras reservas,2024,165542.71
SALUD TOTAL EPS.xlsx,Otras reservas,2023,160245.0
SALUD TOTAL EPS.xlsx,Otras reservas,2022,157745.45
SALUD TOTAL EPS.xlsx,Otras reservas,2021,152744.98
SALUD TOTAL EPS.xlsx,Otras reservas,2020,97744.98
SALUD TOTAL EPS.xlsx,Otras reservas,2019,87744.98
SALUD TOTAL EPS.xlsx,Ganancia o Pérdida del Periodo,2024,64146.49
SALUD TOTAL EPS.xlsx,Ganancia o Pérdida del Periodo,2023,101756.0
SALUD TOTAL EPS.xlsx,Ganancia o Pérdida del Periodo,2022,173249.49
SALUD TOTAL EPS.xlsx,Ganancia o Pérdida del Periodo,2021,137758.99
SALUD TOTAL EPS.xlsx,Ganancia o Pérdida del Periodo,2020,120814.42
SALUD TOTAL EPS.xlsx,Ganancia o Pérdida del Periodo,2019,69201.03
SALUD TOTAL EPS.xlsx,Cambios debido a la consolidación,2024,64823.78
SALUD TOTAL EPS.xlsx,Cambios debido a la consolidación,2023,64823.78
SALUD TOTAL EPS.xlsx,Cambios debido a la consolidación,2022,54611.6
SALUD TOTAL EPS.xlsx,Cambios debido a la consolidación,2021,54611.6
SALUD TOTAL EPS.xlsx,Cambios debido a la consolidación,2020,54611.6
SALUD TOTAL EPS.xlsx,Cambios debido a la consolidación,2019,42355.46
SALUD TOTAL EPS.xlsx,Pasivos Totales,2024,3189634.31
SALUD TOTAL EPS.xlsx,Pasivos Totales,2023,2851060.0
SALUD TOTAL EPS.xlsx,Pasivos Totales,2022,2809580.91
SALUD TOTAL EPS.xlsx,Pasivos Totales,2021,2089151.26
SALUD TOTAL EPS.xlsx,Pasivos Totales,2020,1622667.03
SALUD TOTAL EPS.xlsx,Pasivos Totales,2019,1034183.41
